sentence,label
"Ghar renovation ko lagi personal loan linu chha bhane, hamro bank le certain terms ra conditions apply garchha. Loan amount Rs. 1 Lakh dekhi Rs. 10 Lakh samma ko range ma chha, interest rate yearly 10% dekhi 12% samma chha, ra repayment period 1 dekhi 5 years samma ko chha. Documentation ko lagi, property ko details, renovation ko estimate, ra tapai ko financial documents chahincha. Aru kei details ko lagi, hamro customer care ma contact garera sodhna saknuhunchha.",0
"Ho, tapai le multiple debts lai ekai choti personal loan ma consolidate garna saknuhunchha. Yo ko benefit chha ki, tapai le ek matra loan manage garnu parchha, jasle interest rate pani kam hunchha ra monthly payment pani manage garne sajilo hunchha. Debt consolidation loan ko lagi apply garna, tapai le hamro bank ko nearest branch ma visit garne, ra tapai ko existing debts ko details provide garnechha. Ani hamile yo information analyze garera tapai ko laagi best debt consolidation plan suggest garnechha.",1
"New vehicle ko purchase ko lagi hamro bank le Vehicle Loan provide garchha, jo ek prakar ko personal loan ho. Yo loan ko lagi tapai le vehicle ko quotation, tapai ko income proof, ra identity documents provide garnu parnechha. Loan ko amount vehicle ko price ko 70% samma huna sakchha, ra interest rate pani competitive chha. Loan approval ra disbursement ko process pani chito ra sajilo chha. Aru kei jankari chahiyema, hamro customer care team lai samparka garna saknuhunchha.",1
"Tapai ko business ko nature ra goal anusar investment strategy different huna sakchha. Hamro finance service le tapai lai personalized investment plan banayera dinchha, jasma risk management ra long-term growth ko balance maintain garchhau. Aru kei specific details chahincha bhane, tapai sanga ko business ko barema thap info share garnus, ani hamile sajilo sanga plan tailor garna sakchhau.",1
"Customized investment solution ko lagi hamro team le tapai ko company ko financial goals, risk tolerance, ra market research analyze garera ek unique plan tayar garchha. Tapai le hamro sanga ek appointment fix garna saknuhunchha, ani hamro advisors le tapai ko requirements bujhera ekdum sahi investment strategy suggest garchhan.",1
"Business growth lai accelerate garna ko lagi, equity shares, mutual funds, ra real estate ma invest garna sakincha, jo tapai lai stability ra high returns duitai provide garna sakchha. Tara, tapai ko specific business model ra growth targets anusar, hamro financial experts le aru tailored advice dinchhan. Tyasko lagi, tapai le hamilai thap details provide garna saknuhunchha.",1
"Risk assessment ko lagi, hamro team le tapai ko business ko financial standing ra market conditions analyze garera risk profile tayar garchha. Ani, tyas basis ma, diversified portfolio build garna ra risk ko mitigation strategies suggest garchhau. Tyo tapai ko investment ma potential loss minimize garna ra return maximize garna madat garnechha.",1
"Short-term investments le tapai lai quick liquidity ra flexibility provide garnechha, tara normally yo kam return dinchha. Long-term investments le bhanne, stock market ma shares, or retirement funds ma invest garna jasto, tapai lai higher return dinchha time sanga sanga. Tapai ko business objectives ra financial goals anusar, hamile tapai lai sahi investment horizon choose garna madat garnechhau.",0
"Investment diversification le tapai ko financial risk lai spread garnechha, jasma tapai le different asset classes ma invest garera market ko volatility lai manage garna saknuhunchha. Yo approach le ekai asset ma downturn aayo bhane aru assets le compensate garna sakne potential rakchha. Hamro advisors le tapai ko business ko lagi diversified investment plan tayar garna sakchhau.",1
"Different sectors ma invest garda, market trends, sector ko growth potential, ra regulatory environment ko study garna jaruri hunchha. Hamro financial advisors le tapai ko chosen sector ko detailed analysis garera, sahi companies ra assets ma invest garna ko strategy suggest garchhan. Yo tapai ko investment ko diversification ra long-term growth ma contribute garchha.",1
"ROI maximize garna ko lagi, tapai le high-growth potential bhayeko sectors ma invest garna, cost-cutting measures adopt garna, ra regular financial review garna saknuhunchha. Hamro team le tapai ko investment portfolio ko continuous monitoring garchha ra market ma naya opportunities ma based ma suggestions dinchha, jasle tapai ko ROI lai boost garna sakchha.",1
"Portfolio optimization ko lagi, tapai ko current investments ko regular assessment garna, underperforming assets lai replace garna, ra market research ma based ma naya investment opportunities ma invest garna saknuhunchha. Hamro financial advisors le tapai ko portfolio ko health check-up gari, ekdum efficient banayera dinechhan, jasle tapai ko financial goals achieve garna madat garnechha.",1
"Ho, hamro travel service le various cultural workshops ko arrangement garchha jasle tapai lai local culture sikna ra experience garna ekdum sahaj hunchha. Jasto ki pottery making, traditional dance classes, ra Nepali cooking workshops haru chhan. Tyo workshops haru mostly bihana ko time ma hunchha, tara pre-booking garnu parchha. Detail schedule ra booking ko lagi hamro office ma contact garnu hola.",1
"Chha ni, hamro travel agency le traditional Nepali instruments sikna ko lagi special workshops ko vyavastha garchha. Jasma madal, sarangi, bansuri jastai vadya sangeet sikna ko opportunity chha. Tei workshops haru ko lagi hamro website ma gaye booking garna sakincha. Ani tapai lai ekdum katro experience hunechha!",1
"Babbal prashna! Ho, hamro service le local artists sanga collaborate gari local scenery ko painting workshops haru organize garchha. Yo workshops haru nature ko midst ma hunchha, jaha tapai directly local beauty lai canvas ma utarne chance paunuhunchha. Timings ra venue ko lagi hamro website check garnu hola.",1
"Cultural workshops ko cost ni workshop ko type ra duration ma nirbhar garchha. Basic workshops ko lagi price range NPR 1500 dekhi 3000 samma hunchha. Detailed pricing list ra discounts ko lagi tapai hamro website ma jankari linu hunchha.",0
"Ho, hamro travel agency le family-friendly workshops ni provide garchha. Children haru ko lagi special art and craft workshops, traditional storytelling sessions, ra fun cultural games organize garchha. Tyo sabai family le enjoy garna sakne prakar ko hunchha. Details ko lagi tapai hamro office ma call garna saknuhunchha.",1
"Sahi ho, hamro cultural workshops haru ma instructions mainly English ma hunchha, taki sabai tourists le bujhna sakun. Tesaile chinta linu pardaina, tapai easily participate garna saknuhunchha. Ani, local language ko basic phrases sikna ko lagi pani short session hunchha.",0
"Tapai lai authentic Nepali experience dine bhaye, maile traditional cooking workshop lai recommend garnechhu. Yo workshop ma tapai local cuisine ko history ra preparation siknuhunchha, ra pachhi tapai aafno banako khana taste pani garna saknuhunchha. Ekdum dallai hunchha, tapai lai pakkai man parchha.",1
"Ho, hamro cultural heritage workshop le historical sites ko guided tours provide garchha, jasle tapai lai local history ra culture ko deep understanding dinchha. Yo tours ma, tapai le various temples, palaces, ra traditional markets ko visit garna saknuhunchha. Timings ra booking details ko lagi hamro website herda ramro hunchha.",1
"Ho, certain cultural workshops ma tapai le participation certificate pani paunuhunchha. Yo certificates tapai lai future ma pani kaam lagnechha, specially if you are interested in cultural studies. Certificate ko lagi tapai le workshop complete gare pachi apply garnu parne hunchha.",1
"Bilkul, hamro cultural workshops solo travelers lai pani ekdum suitable chhan. Yo workshops le tapai lai local community sanga interact garna ra new friends banauna ek ramro platform provide garnechha. Ani solo travelers lai special attention ra guidance dinchhau ni. So, worry garnu pardaina, tapai lai ekdum ramro experience hunechha.",1
"Sure, Kathmandu valley ma nightlife ko lagi dherai options chhan. Thamel ma ta ekdumai katro choices chha bars ra clubs ko. Purple Haze ekdumai charchama chha live music ko lagi. Ani LOD - Lord of the Drinks pani babbal chha, tyaha ko ambiance ni kada chha. Tara remember garnu hola, safety first, so taxis use garnu hola ra sathi haru sanga jada ramro hunchha. Ani kei help chahiyema hamro travel desk lai contact garnuhola.",1
"Kathmandu ko nightlife ekdumai ramro chha dance ra music lovers ko lagi. Club Deja Vu ra Club Fahrenheit dui thau ma ekdumai danger music chha, ani dance floor pani katro chha. Different genres ko music pani paunu hunchha - EDM, pop, rock, even Nepali hits pani. Just make sure tapai enjoy garna safe tarikale, ani hamilai kehi chahiyo bhane we are here to help.",1
"Nepal ma nightlife bhannale keval bars ra clubs matra hoina, cultural shows ra events pani hunchhan. Bhanchhan ni, Kathmandu ma cultural dinner shows chha, jasto ki Nepali Chulo ma live cultural dance with dinner. Ani sometimes, open air concerts pani hunchhan historical places ma jasto ki Patan Durbar Square ma. Yo different kind of nightlife experience ho, jaha tapai hamro rich culture enjoy garna saknuhunchha sanga sanga.",1
"Sathi haru sanga time spend garna ko lagi Thamel ma dherai thau haru chhan. Reggae Bar ma chill music ra vibe chha, sathi haru sanga relax garna perfect. Ani if you want more energetic place, Moksh live ma jau. Live music, great food, and ekdumai friendly environment chha. Just make sure you all stay together and enjoy responsibly.",1
"Tourists ko lagi Nepal ma dherai friendly nightlife spots chhan. Thamel itself is ekdumai tourist-friendly, with lots of international bars and clubs. Tom & Jerry's ekdumai popular chha tourists bich. Ani safety ko lagi, always licensed taxis use garnu hola ra group ma travel garnu hola. Enjoy your night, and if you need any assistance, our travel service is always ready to help.",1
"Ah, tapai lai crowd bata ali tada rahanu chha bhane, Jhamsikhel ma ramro options chhan. Tamarind ma ekdumai cozy environment chha, with live music on certain days. Ani Boudha area ma pani, there are some nice rooftop bars jaha tapai relax garna saknuhunchha with a view. These places are dallai but not too crowded.",1
"Romantic night out ko lagi, Garden of Dreams ekdumai perfect chha. Peaceful environment, beautiful garden, and a nice restaurant on-site. Ani if you want to go for a drink, Upstairs Cafe ma rooftop terrace chha, jaha tapai and your partner enjoy garna saknuhunchha with a view of the city lights. Ekdumai intimate ra memorable hunchha.",1
"Local live music ko lagi, House of Music Thamel ma ekdumai ramro chha. Regularly local bands perform garchhan. Ani Purple Haze pani local talent showcase garchha. Ekdumai vibrant atmosphere chha, and tapai surely enjoy garnuhunchha. Just be sure to check the event schedule, and enjoy some authentic Nepali music!",1
"High-energy club experience ko lagi, Club Platinum ra Prive Nepal ma jau. Both places ma top-notch DJs chhan, and they play ekdumai babbal EDM tracks. Crowd pani lively hunchha, and dance floor is always full. Just be safe and if tapai lai kei chahiyo, our travel service is just a call away.",1
"Variety of nightlife activities ekai thau ma bhannale, Labim Mall ko top floor ma LABIM Garden chha. Tyaha restaurants, bars, live music, sometimes even open-air movie screenings hunchhan. It's like a mini entertainment complex. Ekdumai convenient ra fun chha, sabbai kura ekai chhatra muni. Enjoy garna saknuhunchha, ani kei assistance chahiyo bhane we're here hai.",1
"Ho ni, Nepal ma paragliding ra rafting ko options ekdam ramro chhan. Pokhara ma paragliding ko lai world-class experience dinchha, ani Trishuli nadi ma rafting garna pani ekdum babbal chha. Ani hamile safety ko lagi sabai necessary equipment ra trained guides provide garchhau. Aru kei adventure activities ko barema jankari chahincha bhane sodhna saknuhunchha.",1
"Adventure sports ko lagi Nepal ma best time autum season ho, September dekhi November samma. Yehi samay ma weather ekdam clear hunchha ani views ni katro amazing hunchhan. Spring season, March dekhi May samma ni ramro hunchha paragliding, trekking, bungee jumping jasto activities ko lagi. Tapaiko convenience anusar trip plan garna saknuhunchha, ani hamro team le tapailai full support garnechha.",1
"Hajur, Nepal ma adventure activities garna ekdum safe chha. Hamro sabai activities international safety standards anusar chalchhan. Sabai equipment haru regularly checked ra maintained hunchhan, ani hamro guides haru experienced ra well-trained chhan. Plus, hamile emergency situations ko lagi pani taiyar raheko hunchhau, so tapai tension free huna saknuhunchha.",1
"Ho, family haru ko lagi pani adventure packages chhan. Hamile specially designed garnechhau jasle sabai umar ko manche haru enjoy garna sakchhan. Kids friendly rafting trips, jungle safari, ani soft hiking routes chhan jaha tapai ani tapaiko family ekdum enjoy garna saknuhunchha. Ani safety ko lagi pani special care linchhau, so tapai ani tapaiko family le ramro time spend garna saknuhunchha.",1
"Bilkul milchha. Hamile tapai ko preference ra interest anusar customized adventure tours ko package banayera dinchhau. Tapaiko group size, budget, ra time frame ma fit hune garera. Tapaile jati days basnuhunchha, tei anusar different activities ko combination banayera, ek unforgettable experience create garchhau. Just tapai le hamilai tapaiko requirements bhanidinu bhayo, baaki hamro team le manage garnechha.",1
"Nepal ma dherai unique adventure experiences chhan. Jastai, Upper Mustang ma motorbike tour, Annapurna Circuit ma mountain biking, Rara Lake ma kayaking. Yo sabai less common chhan tara ekdum thrilling ra memorable hunchhan. Ani yaha ko cultural richness ra natural beauty le ta kura nai farak parchha. Tapaiko adventure ko laagi yo activities definitely try garna saknuhunchha.",1
"Ho, solo travelers ko lagi pani dherai adventure activities chhan. Tapaile paragliding, solo trekking routes, bungee jumping, ani rock climbing try garna saknuhunchha. Hamro team le solo travelers lai extra attention ra support dinchhau, ani tapai lai group ma join garayera pani activities garna milchha. Safety ra enjoyment ko lagi hamro team sadhai tapaiko sathma hunchha.",1
"Yes, our hotel is perfect for hosting family reunions. We have multiple venues to accommodate large gatherings, including a grand ballroom and an outdoor garden space. Our catering team can prepare a feast that caters to all age groups, with both vegetarian and non-vegetarian options. We'll help you plan a reunion that's filled with joy, laughter, and delicious food.",1
"Absolutely! Celebrating Dashain at our hotel would be an honor. We can arrange a traditional setup with Dashain-specific decorations, a puja area, and authentic Nepali cuisine to mark the festival. We can also organize cultural programs to showcase our rich traditions. Let's make your Dashain celebration ambo amazing with us.",1
"Hajur, hamro hotel ma meeting rooms ko ramro arrangement chha ra high-speed Wi-Fi ko facility pani chha. Meeting room haru ekdum spacious chhan ra sabai modern amenities haru le equipped chhan, jasto ki projector, sound system, ra comfortable seating arrangement. Wi-Fi pani ekdamai fast chha, jaslai tapai business meetings ma ya personal use ko lagi ni use garna saknuhunchha. Kehi extra information chahiyema, reception ma sidhai contact garnu hola.",1
"Meeting room ko charges different packages ma aunchha, jasle tapai ko requirements ma depend garchha. Full-day, half-day, ra hourly rates haru chhan. Ani business events ko lagi special packages pani chhan, jasle include garchha catering, technical support, ra customized room setup. Detail ko lagi please hamro sales department sanga contact garnuhos, uniharu tapai lai best option suggest garnechhan.",0
"Bilkul, hamro hotel ma online meeting ra webinar ko lagi full technical support chha. Hamro team le tapailai video conferencing equipment, high-quality microphones, ra other necessary technical assistance provide garnechhan. Plus, hamro high-speed Wi-Fi le uninterrupted online sessions ko lagi perfect chha. Kehi additional support chahiyema, hamro tech team ready chha tapai lai help garna.",1
"Ho ni, hamro hotel ma printing ra photocopying services available chhan. Business center ma tapai le tyo suvidha haru use garna saknuhunchha. Tyasmathi, scanning ra fax services pani chhan. Kehi urgent documents haru chha bhane, hamro staff le gladly tapai lai assist garnechhan.",1
"Hajur, hamro hotel ma ekdum peaceful environment chha. Tapaiko work lai focus ra quiet space ko lagi, hamro library area chha jaha tapai without kunaiko disturbance work garna saknuhunchha. Yadi tapai private space chahanu hunchha bhane, hamro meeting rooms book garna saknuhunchha, jaha tapai aafno work peacefully garna saknuhunchha.",1
"Yes, hamro hotel large business conferences ko lagi fully equipped chha. Hamro ballroom ra conference halls haru dherai manche ko lagi suitable chhan. Special services ma chhan custom catering, technical setups like sound and lighting, ra event planning support. Hamro team le tapai ko event lai ekdum smooth ra successful banauna ko lagi har possible effort garnechha.",-1
"Hajur, hamro hotel ma frequent business travelers ko lagi ek special loyalty program chha, jasma tapai points accumulate garna saknuhunchha, jasle tapai lai future stays ma discounts ra special offers ma help garnechha. Plus, priority check-in, late check-out, ra room upgrades jasto benefits pani chhan. Tapai ko next stay book garda yo kura mind ma rakhnuhola.",-1
"Ho hajur, hamro hotel le secretarial services provide garchha, jasma typing, document preparation, ra meeting coordination jasto services chhan. Yadi tapai ko kunaiko important meeting chha ya documents ko preparation garne chha bhane, hamro professional secretarial team tapai ko assistance ko lagi ready chha.",0
"Nischit, hamro hotel ko Wi-Fi ekdum secure chha. Hamro IT team le ensure garchha ki network ma high-level security measures haru implemented chhan, jaslai tapai le sensitive business information exchange garna ko lagi confidently use garna saknuhunchha. Data encryption ra secure login protocols le tapai ko information ko safety lai guarantee garnechha.",0
"Hajur, hamro hotel le local businesses sanga partnerships garera guests lai additional services provide garchha. Yasko matlab, tapai le local printing services, car rental, ra professional event organizers ko suvidha le benefit uthauna saknuhunchha. Yadi tapai ko kunaiko specific requirement chha, hamro front desk le tapai lai connect garnechha sahi service provider sanga.",0
"Bilkul, hamro hotel ma tapai ko surakshya ra security lai utmost priority diinchhau. Sabai entrance ra exit points ma CCTV cameras chhan, 24/7 security guard duty ma chhan. Tyas mathi, fire alarms ra smoke detectors pani regularly checked ra updated hunchhan. Emergency situation ko lagi pani detailed evacuation plan ready chha, ra staff haru fully trained chhan emergency protocols follow garna. Tapai yaha basda ekdum secure feel garnechhau.",0
"Ho ni, hamro hotel le solo travelers ko surakshya lai seriously linchha, especially mahila guests ko lagi. Hami provide garnechhau personal safety alarms, 24/7 reception service, ra on-call assistance. Tyasai gari, mahila guests lai safe floor options pani chhan, jaha vetted staff matrai access garna sakchhan. Yadi tapai kunai concern chha bhane, please feel free to reach out to our staff. Hami sadhai tapai ko safety ra comfort ko lagi tayar chhau.",1
"Hajur, hamro hotel ma tapai ko keemti samanharu ko surakshya ko lagi personal safe lockers ko facility chha. Yo locker haru tamam secure chhan ra tapai le afno personal code le lock ra unlock garna saknuhunchha. Tyas mathi, hamro staff le pani tapai ko privacy ra security respect garchhan. Kotha ma safe locker ko use ko lagi kunai assistance chahiyema hamro staff lai call garera sahayog pauna saknuhunchha.",1
"Hajur, natural disaster ko situation ma pani hamro hotel fully prepared chha. Hami sanga earthquake, flood, ra anya jokhim haru ko lagi proactive emergency plans chhan. Hamro building earthquake resistant design ma baneko chha, ra emergency supplies jasto ki food, water, ra first aid kits pani stocked chhan. Staff haru regularly disaster response training ma participate garchhan, so tapai yaha basda ekdum safe hunuhunchha.",0
"Ho, hamro hotel le children ko safety lai dherai seriously linchha. Hami provide garchhau childproof locks haru room ko doors ma, ra swimming pool area ma pani lifeguard ra child safety fences chhan. Tyasai gari, children ko entertainment ko lagi designated play areas chhan, jaha parents le chhori chhora haru lai safely khelna sakchhan. Furthermore, hamro staff le special care linchhan ensuring ki children haru safe ra secure rahanchhan hotel premises bhitra.",-1
"Hajur, hamro hotel le guest ko personal information ko privacy ra security lai ekdum seriously linchha. Hami use garchhau advanced encryption methods ra secure servers guest ko data lai protect garna. Hamro IT team regularly security audits garchha, ra hamro staff haru pani trained chhan privacy policies follow garna. Tapai ko personal details confidential rakhnechhau ra unauthorized access bata protect garchhau.",-1
"Hajur, hamro hotel ma emergency medical situation ko lagi doctor on call service available chha. Yadi tapai lai yasto kunaipani medical assistance chahiyeko bhaye, hamro reception lai turunta inform garnu hola. Hami sanga affiliated hospitals ra qualified medical professionals sanga tie-up chha, jasle chito emergency response provide garchhan. Ra hamro staff le pani first aid training liyeko hunchha, so immediate care ko lagi pani ready hunchhau.",1
"Hamro hotel ko security staff haru highly qualified ra well-trained chhan. Sabai security personnel haru security management ma certified chhan, ra regular training programs ma participate garchhan. Tyo programs ma physical security, surveillance techniques, emergency response, ra crisis management ko training hunchha. Hamro security team le guest ko safety ra well-being lai ensure garna kada commitment rakhchhan.",-1
"Hajur, hamro hotel le local police department sanga ekdamai ramro sambandha ra partnership kayam gareko chha. Yo collaboration le hamro guests lai additional security layer provide garchha. Police patrols ra regular security checks le yaha ko environment lai safe ra secure banauchha. Yadi kunaipani security concern arise bhayo bhane, law enforcement officers turuntai onsite aunchhan ra necessary action linchhan.",1
"Hajur, hamro hotel ma tapai ko vehicle ko safety ko lagi secure parking facility available chha. Parking area ma surveillance cameras chhan, ra security guard pani 24/7 duty ma hunchhan. Yadi tapai ko vehicle ma alarm system chha bhane, tyo pani integrate garchhau hamro security system sanga. Parking lot ma regular patrols pani hunchhan, ensuring ki sabai vehicles safe rahanchhan.",0
"Hamro hotel bata walking distance ma nai Swayambhunath Stupa chha, jaha bat tapai lai Kathmandu ko panoramic view dekhna saknuhunchha. Ani, Thamel pani najikai chha, tyaha shopping ra local food ko maja linu saknuhunchha. Ekdum ramro hiking trails pani chhan Shivapuri National Park ma, jaha nature ra wildlife ko close experience garna saknuhunchha. Rafting ko lagi Trishuli River ma jau, babbal adventure hunchha. Yo weekend ma local haat bazar pani hunchha, jaha Nepali handicrafts ra souvenirs kinna saknuhunchha. Ani evening ma Garden of Dreams ma chill garera din ko thakan halka parnu saknuhunchha.",0
"Sure thing! Tapai ra tapai ko family lai Bhaktapur Durbar Square ma jana maan parla, tyaha ko architecture ra culture ekdum sahi ho. Pashupatinath temple ma evening ko aarati herera peaceful feel huna saknuhunchha. Children's Park chha Ratna Park ma, jaha kids le ramailo garna sakchhan. Ani, Patan Museum pani ramro option hunchha, history ra art ko taste linu bhako bhaye. Zoo pani chha Jawalakhel ma, jaha different animals ra birds herera enjoy garna saknuhunchha. Kasto chha, plan babbal vaena?",-1
"Historical sites ko lagi tapai lai Bhaktapur Durbar Square ani Patan Durbar Square dherai nai ramro hunchha. Tyaha ko palaces, temples, ra courtyards ko beauty ra history le tapailai mantrit parne chha. Hanuman Dhoka Durbar Square pani chha, jaha Malla ra Shah dynasties ko stories sunna saknuhunchha. Ani, don't miss out on Changunarayan Temple, tyo pani UNESCO World Heritage Site ho, ani tyaha ko wood carvings ra artifacts ekdum dallai chhan. Boudhanath Stupa pani chha, jaha Buddhist culture ko essence feel garna saknuhunchha. Yo sabai spots hotel bata taxi ma short ride ma pugnu saknuhunchha.",0
"Hajur, hamro hotel le special occasions ko lagi ekdum babbal dining arrangements garchha. Birthday, anniversary, or any special day ko lagi, hamile special menu, decoration, ra music ko setup garchhau. Surprise ko lagi pani hamro team ready chha, tapai le kehi plan garna chahanu bhayo bhane.",0
"Hajur, hamro hotel ma health-conscious guests ko lagi special healthy dining options chhan. Fresh organic salads, smoothie bowls, whole grain dishes, ra detox juices jasto items available chhan. Sabai items high-quality ingredients bata baneko ra nutritional value ma rich chhan.",0
"Namaste! Hamro hotel ma diverse spa services chhan, jastai full body massage, aromatherapy, hot stone therapy, ani facial treatments. Ekdum relax hune kisim ko ambiance chha spa ma. Wellness programs ma yoga classes, meditation sessions, ra detox programs pani chhan. Tapaiko health ra relaxation ko lagi ekdum ramro designed chhan hamro services. Aru kura sodhna chahanu bhayo bhannus na!",0
"Ho ni, hamro hotel ma couple's spa package ko ekdum ramro option chha. Yo package ma tapai le special couple's massage, private jacuzzi access, ani complimentary drinks ko suvidha paunu hunchha. Yo package le tapai haru lai ekdum romantic ra relax hune experience dinchha. Kati romantic hunna ra? Booking ko lagi reception ma contact garnu hola.",-1
"Hamro hotel ko spa facility ma hygiene ra safety lai ekdum priority dinchhau. Spa area ma regular sanitization hunchha, ani pratyek client ko pachi equipment haru thoroughly clean garinchha. Sathai, hamro staff haru le personal protective equipment (PPE) pani lagauchhan. Tapaiko safety ra comfort ko lagi hamro team sadhai ready chha. Babbal safety measures chhan, haina?",0
"Ji tapai lai janau chha, hotel guests lai hamro spa services ma special discount scheme chha. Currently, tapai le booking garda 20% off paunu hunchha spa services ma. Ani regular guests ko lagi loyalty points ko system pani chha, jasle future discounts ma help garnechha. Ekdum dami offer chha, miss nagarnu hola!",0
"Ho, hamro wellness program ma personal trainer ko facility pani chha. Tapaiko fitness goals anusar, hamro certified trainers tapai lai ek-on-one coaching dinchhan. Tapaiko convenience ko samay ma schedule garna sakincha. So, ready hunuhos ekdum fit ra fine huna lai!",-1
"Hamro spa treatments ko duration different chha. Basic treatments haru 30 minutes dekhi suru hunchha, ani extended sessions haru 1 hour samma ko pani chha. Tapaiko chahana anusar, hamile customized session pani arrange garna sakchhau. Kehi special request chha bhane kripaya let us know!",1
"Ji, hamro spa facility ma sauna ra steam room ko suvidha chha. Yo facilities le tapai lai detoxify garna ra relax garna ma help garnechhan. Sauna ra steam room ko use le skin ko texture improve garne ani stress relieve garna ma pani help garnechha. Ekdum kada suvidha chha, tapai le definitely try garnu parnechha.",1
"Ho, hamro spa ma organic ra natural treatments ko ekdum ramro selection chha. Hamile prakritik ingredients ko use garera various treatments provide garchhau, jastai herbal wraps, mud baths, ani plant-based facial treatments. Yo treatments le tapai ko skin lai nourish garne ra tapai lai nature sanga jodne experience dinechha. Eco-friendly ra skin-friendly pani ho, try garna na birsine!",0
"Ji, hamro hotel spa ma specific health conditions jasto ki arthritis, back pain, ra stress ko lagi special treatment plans chha. Hamro experienced therapists le tapai ko condition bujhera personalized treatment suggest garchhan. Tapaiko comfort ra health improvement ko lagi hamile ekdum careful planning ra execution garchhau. Aaainch, health ko lagi ni kati caring chha hamro spa, haina?",0
"Namaste! Hamro hotel ma different types ko room haru chhan jasto ki deluxe, super deluxe, ra suite. Deluxe room haru ma comfortable bed, AC, free Wi-Fi, ra city view chha. Super deluxe ma ta mountain view ni chha, ekdum ramro. Ra suite haru chhan full luxury ko lagi, jasma living space, mini bar, ra personal balcony chha. Aru amenities ko lagi, swimming pool, gym, ra spa services ni chhan. Tapai ko preference anusar room choose garna saknuhunchha.",0
"Ho ni, mountain view bhayeko room haru chhan. Tapai le super deluxe ya suite room book garera ramro Himalayan range ko view enjoy garna saknuhunchha. Room ko balcony bata aafai live painting jasto dekhincha, ekdum babbal chha!",-1
"Ho, romantic getaway ko lagi hamro suite rooms perfect chhan. Yaha ma private jacuzzi, king-size bed, ra mood lighting chha. Sathai, room service le candle light dinner arrange garna sakchha. Tapai ko special moment lai ekdum danger banauna ko lagi yaha ko setting ekdum sahi chha.",-1
"Ho, family-friendly rooms pani chhan. Hamro family suites haru ma enough space chha, jaha tapai ko entire family comfortable huna sakchha. Yaha ma two connecting bedrooms, two bathrooms, ra ek spacious living area chha. Kids ko lagi play area ra special kids menu pani provide garchhau.",1
"Ho, accessible rooms chhan hamro hotel ma. Yaha ko rooms ma wider doorways, roll-in showers, ra grab bars chhan. Lift access ra wheelchair-friendly paths pani chhan. Tapai ko comfort ko lagi hamile sabai kura socheko chhau.",0
"Yes, pet-friendly rooms chhan. Tapai ko furry friends lai pani swagat chha hamro hotel ma. Pet bed, bowls, ra welcome treats pani provide garne garchhau. Nearby walking area ra pet-sitting services pani chhan if required.",-1
"Ho, budget-friendly room options pani chhan. Hamro standard rooms ma basic amenities chhan jasto ki clean bed, private bathroom, ra free Wi-Fi. Yadi tapai long stay garne plan ma hunchha bhane, alli discount pani arrange garna sakchham. Comfortable ra affordable stay ko lagi yaha ko rooms ekdum kada chhan.",0
"Ho, kitchenette facility bhayeko room haru ni chhan. Yaha ko rooms ma small fridge, microwave, ra basic cooking utensils chhan, jasle tapai lai home-cooked meals banauna sahaj hunchha. Perfect for long stays ra families sanga travel garda.",1
"Ho, business travelers ko lagi hamro deluxe rooms ra suites haru ma dedicated workspace chha. Comfortable desk, high-speed Wi-Fi, ra enough power outlets chhan. Quiet environment ra meeting rooms ko access pani chha if needed.",1
"Ho, themed rooms ko option chha. Hamro hotel ma different themes ko rooms chhan, jasto ki Himalayan theme, Kathmandu valley theme, ra cultural heritage theme. Yaha ko themed rooms le tapai lai ek unique ra memorable stay experience provide garnechha.",0
"Secular state ko concept Nepal ma kada jaruri chha because yaha dherai jati, dharma, ra sanskriti ko manche haru baschhan. Sabai lai barabar ko hak ra freedom provide garchha, aafno faith follow garna ra express garna. Ekdum inclusive feeling aunchha and everyone ko belief lai respect garchha, jasto ki Nepal ma Hindu, Buddhist, Muslim, Christian, ani aru dharma ko manche haru chhan. So, secularism le sabai lai equal platform dinchha.",-1
"Hindu state banaye ma Nepal ko dherai cultural heritage ra traditions sanga tight connection maintain hunchha, ani dharma ko hisab le historically pani Nepal ma Hinduism ko katro influence chha. Tara, secularism ko context ma herda, aru dharma ko manche haru lai pani equal importance ra freedom ko guarantee garnu parchha. So, Nepal lai Hindu state banayera pani balance maintain garna ekdum challenging hunchha, sabai communities ko respect ra rights lai ensure garna lai.",-1
"Secularism le Nepal lai diversity celebrate garna ko chance diyo, jahan every religion ra culture ko values lai samaan respect diyo. Yo unity in diversity ko concept lai promote garchha, ani peace ra harmony maintain garchha society ma. Plus, secularism le tourism industry lai pani boost garchha, kina bhane tourists haru different religious sites visit garna attracted hunchhan, jasto Pashupatinath, Lumbini, ani Muktinath. Sahi ho, secularism le Nepal ko social fabric lai dherai babbal banaeko chha.",1
"Ho ni, Nepal ma Hindu festivals ko katro celebration hunchha. Dashain ra Tihar ta main chhan, jaha haru ko ghar ma puja, mithai, ani family gatherings hunchhan. Teej pani ekdam popular chha, especially mahilaharu ko lagi, jaha fasting, dancing, ra singing hunchha. Yasto festivals le Nepal ko rich culture ra traditions showcase garchha, ani local communities bich ko bond pani strong banaucha. Ekdum ramailo hunchha, haru ko vibes nai arko level ko hunchha!",1
